Problem name,Problem category,Problem source,Application,Number of variables,QP dimension,QP norm (order = infty),QP condition (2-norm),QP min,QP max,QP nonzeros,Number of equality constraints,Number of inequality constraints,equality norm (order = infty),inequality norm (order = infty),equality condition number (2-norm),inequality condition number (2-nrom),equality nonzeros,inequality nonzeros,equality max,inequality max,equality min,inequality min
garg2_garg25,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.2981128699104,\,-1.8057503357205678,2.1599442632488426,533088,\,531,\,138.77433192179905,\,\,\,12744,\,28.206847546671597,\,28.206847546671597
garg2_garg21,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.283653585527055,\,-1.8059416331176634,2.1553192842043143,533088,\,204,\,132.16325209488275,\,\,\,4896,\,29.206090777354635,\,29.206090777354635
garg_floor42,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,878.2968252764213,\,-120.54445070922206,238.91680473242033,266544,\,2,\,1.2,\,\,\,6,\,0.2,\,0.2
garg_floor56,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,881.9531751243646,\,-152.63251912856458,238.18724480772153,266544,\,27,\,1.2,\,\,\,81,\,0.2,\,0.2
garg_floor81,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,874.1791166261906,\,-142.76353462400468,238.94410451506158,266544,\,19,\,1.2,\,\,\,57,\,0.2,\,0.2
garg_floor80,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,874.1579445545373,\,-142.22807563917806,239.06864208492274,266544,\,2,\,1.2,\,\,\,6,\,0.2,\,0.2
garg_floor57,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,882.0738174699148,\,-152.92332460643678,237.69685051656933,266544,\,23,\,1.2,\,\,\,69,\,0.2,\,0.2
garg_floor43,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.8174731478625,\,-123.66465854529318,239.23765290110754,266544,\,2,\,1.2,\,\,\,6,\,0.2,\,0.2
garg2_garg20,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.284291496415829,\,-1.8059452464737027,2.155320035372987,533088,\,171,\,139.27605597766149,\,\,\,4104,\,29.652578358245552,\,29.652578358245552
garg_floor55,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,881.9848259707762,\,-152.08378557994723,238.8119141382671,266544,\,25,\,1.2,\,\,\,75,\,0.2,\,0.2
garg2_garg22,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.28250220037686,\,-1.8059126499837717,2.155456430096513,533088,\,228,\,133.63453595941007,\,\,\,5472,\,31.22359465898377,\,31.22359465898377
garg_floor41,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,878.564278266988,\,-117.25732639498142,238.7393723407145,266544,\,2,\,1.2,\,\,\,6,\,0.2,\,0.2
garg_floor69,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,874.8670895435754,\,-146.02717501496508,239.15381937683924,266544,\,10,\,1.2,\,\,\,30,\,0.2,\,0.2
garg_floor82,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,874.0919177842763,\,-143.4685437643706,238.8214041388521,266544,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
garg_floor83,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,873.8598641204601,\,-144.32883925219375,238.63804037880962,266544,\,15,\,1.2,\,\,\,45,\,0.2,\,0.2
garg_floor68,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.708173308425,\,-147.22521173362242,239.70762593351654,266544,\,5,\,1.2,\,\,\,15,\,0.2,\,0.2
garg_floor40,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,880.5197839427098,\,-116.80316317937485,237.55673242040217,266544,\,9,\,1.2,\,\,\,27,\,0.2,\,0.2
garg2_garg23,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.281906354943095,\,-1.805794907145834,2.15606504465435,533088,\,348,\,133.28504661902687,\,\,\,8352,\,35.40546593559104,\,35.40546593559104
garg_floor54,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,880.1818535182376,\,-151.1292032793329,238.62889652448956,266544,\,33,\,1.2,\,\,\,99,\,0.2,\,0.2
garg_floor7,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,839.9967499204993,\,-178.94259310104118,215.12539750924205,266544,\,14,\,1.2,\,\,\,42,\,0.2,\,0.2
garg_floor33,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,878.0861930974428,\,-123.089062877034,235.0935679193425,266544,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
garg_floor27,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.4266039588625,\,-125.61481871570578,235.30665851205111,266544,\,5,\,1.2,\,\,\,15,\,0.2,\,0.2
garg_floor26,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.3010168964533,\,-125.44202150644705,235.34723576167303,266544,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
garg_floor32,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.9928423524298,\,-123.61387910048433,235.20095851234618,266544,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
garg_floor6,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,876.2844924185805,\,-175.795551456741,225.7638214190061,266544,\,40,\,1.2,\,\,\,120,\,0.2,\,0.2
garg_floor4,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,989.3392168978766,\,-162.02866999343235,264.8693491033392,266544,\,74,\,1.2,\,\,\,222,\,0.2,\,0.2
garg_floor18,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.1183774075853,\,-122.7510789836608,238.52928385928158,266544,\,6,\,1.2,\,\,\,18,\,0.2,\,0.2
garg_floor24,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.2535238956226,\,-125.20188260359386,235.81634154013904,266544,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
garg_floor30,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.1103822125353,\,-124.43942054187927,234.49282224905053,266544,\,6,\,1.2,\,\,\,18,\,0.2,\,0.2
garg_floor31,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.350824657746,\,-124.10542882956796,234.59620135909094,266544,\,6,\,1.2,\,\,\,18,\,0.2,\,0.2
garg_floor25,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.2832314446861,\,-125.26710704807434,235.55153029484865,266544,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
garg_floor19,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,875.5318271496053,\,-123.72268354325331,238.25545002420958,266544,\,5,\,1.2,\,\,\,15,\,0.2,\,0.2
garg_floor5,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,931.5479747877679,\,-169.78182188279973,242.92559316227656,266544,\,54,\,1.2,\,\,\,162,\,0.2,\,0.2
garg_floor1,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,1166.5332661040195,\,-176.25832323057884,306.4951436509371,266544,\,125,\,1.2,\,\,\,375,\,0.2,\,0.2
garg_floor21,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,875.7163901680506,\,-125.52529502066955,237.31635794326607,266544,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
garg_floor35,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,879.0329793527404,\,-121.46939331096296,235.47444813181298,266544,\,9,\,1.2,\,\,\,27,\,0.2,\,0.2
garg_floor34,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,878.4775731817774,\,-122.32021841325052,235.19134820541996,266544,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
garg_floor20,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,873.7912104912889,\,-124.61999209377815,237.95340372846894,266544,\,5,\,1.2,\,\,\,15,\,0.2,\,0.2
garg_floor0,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,825.8273481050311,\,-180.59585456801702,211.70895287527983,266544,\,80,\,1.2,\,\,\,240,\,0.2,\,0.2
garg_floor2,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,1200.4732335148335,\,-168.91884075919256,328.2357758956613,266544,\,107,\,1.2,\,\,\,321,\,0.2,\,0.2
garg_floor36,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,879.6540860293959,\,-120.68239542706335,235.89488162714488,266544,\,6,\,1.2,\,\,\,18,\,0.2,\,0.2
garg_floor22,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,876.8869677387078,\,-125.48697205914132,236.72380329451877,266544,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
garg_floor23,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.1927338563635,\,-125.31179996231793,236.19479916439042,266544,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
garg_floor37,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,880.0962277442311,\,-119.935623286001,236.31571185764562,266544,\,8,\,1.2,\,\,\,24,\,0.2,\,0.2
garg_floor3,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,1033.1157984277797,\,-162.8770290426751,280.99184503223796,266544,\,101,\,1.2,\,\,\,303,\,0.2,\,0.2
garg_floor12,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,887.2803421964711,\,-127.66178958596717,238.34684509186562,266544,\,21,\,1.2,\,\,\,63,\,0.2,\,0.2
garg2_garg212,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.500206320598897,\,-1.819891506489645,2.1758564230767132,533088,\,870,\,139.05311880175154,\,\,\,20880,\,36.95783396667582,\,36.95783396667582
garg2_garg213,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.514994208196224,\,-1.8202889310437809,2.175048643625347,533088,\,891,\,139.16462818140832,\,\,\,21384,\,31.675948863412778,\,31.675948863412778
garg_floor13,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,884.0376492233291,\,-120.61911775030926,237.6093149012697,266544,\,22,\,1.2,\,\,\,66,\,0.2,\,0.2
garg_floor39,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,880.5230342945722,\,-118.06417522405198,237.13842885161677,266544,\,8,\,1.2,\,\,\,24,\,0.2,\,0.2
garg_floor11,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,894.8506404859137,\,-135.4811630672728,240.51357308682046,266544,\,18,\,1.2,\,\,\,54,\,0.2,\,0.2
garg2_garg211,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.476644178705591,\,-1.8196378921990275,2.175354429047691,533088,\,777,\,139.03002831202863,\,\,\,18648,\,37.0276360515129,\,37.0276360515129
garg2_garg210,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.445888832086437,\,-1.8186537299122734,2.173858703141034,533088,\,882,\,138.96310349457892,\,\,\,21168,\,37.07145551730554,\,37.07145551730554
garg_floor10,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,912.0603850539917,\,-141.1780934743182,244.16702694908835,266544,\,34,\,1.2,\,\,\,102,\,0.2,\,0.2
garg_floor38,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,880.3731705480348,\,-119.10069704374888,236.72463517194018,266544,\,8,\,1.2,\,\,\,24,\,0.2,\,0.2
garg_floor8,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,893.0493305604213,\,-145.04270258067365,228.85688069652235,266544,\,34,\,1.2,\,\,\,102,\,0.2,\,0.2
garg_floor14,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,883.7020090092019,\,-120.76493386583272,237.96825215001124,266544,\,9,\,1.2,\,\,\,27,\,0.2,\,0.2
garg_floor28,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.2243966533562,\,-125.36793478432855,234.8266021083775,266544,\,6,\,1.2,\,\,\,18,\,0.2,\,0.2
garg2_garg214,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.520100198168912,\,-1.8221507576752887,2.172713051884041,533088,\,918,\,137.10245179705953,\,\,\,22032,\,40.306211933999464,\,40.306211933999464
garg_floor29,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.0474780280317,\,-124.91441823527484,234.54193986101666,266544,\,6,\,1.2,\,\,\,18,\,0.2,\,0.2
garg_floor15,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,883.9316602591546,\,-121.50353445534742,238.50736009020278,266544,\,1,\,1.2,\,\,\,3,\,0.2,\,0.2
garg_floor9,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,908.6937079498097,\,-143.76959568652882,238.69439120913646,266544,\,53,\,1.2,\,\,\,159,\,0.2,\,0.2
garg3_garg30,computer graphics,GAUSS Repository,Contact Simulation,59682,59682,4.169969733199052,\,-1.0802967133406798,1.4453713267166022,1097646,\,234,\,3.4538096408504084,\,\,\,5616,\,0.9944115861878523,\,0.9944115861878523
garg_floor17,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,879.8716722555006,\,-121.99621372756425,238.7517830715347,266544,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
garg_floor16,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,882.7757042349571,\,-121.64561508709699,238.79825392617158,266544,\,8,\,1.2,\,\,\,24,\,0.2,\,0.2
garg3_floor0,computer graphics,GAUSS Repository,Contact Simulation,29841,29841,416.9084795425748,\,-108.03017485839206,144.42959040215524,548823,\,216,\,1.2,\,\,\,648,\,0.2,\,0.2
garg_floor59,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,882.0308579166069,\,-153.00320456729767,237.0447338942438,266544,\,22,\,1.2,\,\,\,66,\,0.2,\,0.2
garg_floor71,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,872.7107380284101,\,-144.17444469984102,239.1754282124801,266544,\,21,\,1.2,\,\,\,63,\,0.2,\,0.2
garg_floor65,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,879.4079804746301,\,-150.11688452143244,238.59420070733213,266544,\,18,\,1.2,\,\,\,54,\,0.2,\,0.2
garg_floor64,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,880.3730493950162,\,-150.86166474965398,238.072294590317,266544,\,20,\,1.2,\,\,\,60,\,0.2,\,0.2
garg_floor70,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,873.9376477152297,\,-144.97615520433249,239.131135218193,266544,\,2,\,1.2,\,\,\,6,\,0.2,\,0.2
garg_floor58,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,882.1283891720863,\,-153.03754682172115,237.31841684696684,266544,\,22,\,1.2,\,\,\,66,\,0.2,\,0.2
garg_floor66,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,877.8543818481751,\,-149.28582408996093,239.08134328719564,266544,\,17,\,1.2,\,\,\,51,\,0.2,\,0.2
garg_floor72,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,872.4263770329129,\,-143.54734952619205,239.29819243493517,266544,\,22,\,1.2,\,\,\,66,\,0.2,\,0.2
garg_floor73,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,873.5757431978388,\,-142.9542464358738,239.44934200004096,266544,\,1,\,1.2,\,\,\,3,\,0.2,\,0.2
garg_floor67,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,876.4523767965923,\,-148.36465922565245,239.4404492878775,266544,\,29,\,1.2,\,\,\,87,\,0.2,\,0.2
garg_floor63,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,880.9376648162265,\,-151.51330860581288,237.5712065213981,266544,\,20,\,1.2,\,\,\,60,\,0.2,\,0.2
garg_floor77,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,873.3057736171753,\,-141.7885810558416,239.4058383607804,266544,\,12,\,1.2,\,\,\,36,\,0.2,\,0.2
garg2_garg28,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.379749176644951,\,-1.8136151410045367,2.1692795064568484,533088,\,759,\,134.31328241115975,\,\,\,18216,\,31.579131436008872,\,31.579131436008872
garg2_garg29,computer graphics,GAUSS Repository,Contact Simulation,28638,28638,8.412250745796817,\,-1.8165737713088752,2.171743587740724,533088,\,654,\,116.49922606899935,\,\,\,15696,\,37.89803446185319,\,37.89803446185319
garg_floor76,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,873.3172127624429,\,-141.8745145302299,239.4561675361265,266544,\,1,\,1.2,\,\,\,3,\,0.2,\,0.2
garg_floor62,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,881.2460381076037,\,-152.06571657560204,237.15848465861225,266544,\,19,\,1.2,\,\,\,57,\,0.2,\,0.2
garg_floor74,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,873.3080600461715,\,-142.5189872549476,239.51303886768193,266544,\,14,\,1.2,\,\,\,42,\,0.2,\,0.2
garg_floor60,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,881.8203570046684,\,-152.82487498409796,236.90781469072257,266544,\,21,\,1.2,\,\,\,63,\,0.2,\,0.2
garg_floor48,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,873.4562158227832,\,-136.26097772888292,240.25313339018774,266544,\,18,\,1.2,\,\,\,54,\,0.2,\,0.2
garg_floor49,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,874.8029176159934,\,-138.99172956753657,240.11095979497105,266544,\,20,\,1.2,\,\,\,60,\,0.2,\,0.2
garg_floor61,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,881.5197852340076,\,-152.50793321659089,236.9264210266001,266544,\,20,\,1.2,\,\,\,60,\,0.2,\,0.2
garg_floor75,computer graphics,GAUSS Repository,Contact Simulation,14319,14319,873.2956770408252,\,-142.16632270907772,239.52243675668439,266544,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
