Problem name,Problem category,Problem source,Application,Number of variables,QP dimension,QP norm (order = infty),QP condition (2-norm),QP min,QP max,QP nonzeros,Number of equality constraints,Number of inequality constraints,equality norm (order = infty),inequality norm (order = infty),equality condition number (2-norm),inequality condition number (2-nrom),equality nonzeros,inequality nonzeros,equality max,inequality max,equality min,inequality min
gargNested2_floor230,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1103.5457410580857,\,-259.12137002830315,326.0784245957734,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor37,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1003.1512820682995,\,-424.1434369748106,492.566507555547,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor23,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,989.6072486553436,\,-401.84839042868015,467.71712383251355,18477,\,2,\,1.2,\,\,\,6,\,0.2,\,0.2
gargNested2_floor22,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,991.0701272383536,\,-400.1942230312598,465.90975911346254,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor36,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1000.6174459706498,\,-422.4372191776099,490.6839919505764,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor231,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1103.609468225521,\,-259.1315360329263,326.0843039074477,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor225,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1103.2242610074168,\,-259.0697580995041,326.04820246051594,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor219,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1102.8321883966437,\,-259.0068059784596,326.01083682279653,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_falling43,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,996.5371377820794,\,-257.89311371671147,330.25134997409316,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_falling57,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1002.8278600935422,\,-296.1013499786428,369.8517629468466,18477,\,3,\,2.0,\,\,\,36,\,0.8190540111635913,\,0.8190540111635913
gargNested2_floor147,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1097.9376606626072,\,-258.14483686453855,325.4484270150326,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor153,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1098.3618128859985,\,-258.24218237345303,325.5217533052381,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor184,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1100.4402095429712,\,-258.61323037357255,325.7646396108164,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor190,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1100.8408684420035,\,-258.679661872491,325.8059419932532,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_gargNested247,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,10.482691501550859,\,-3.2459658455472504,3.9782974397721453,36954,\,12,\,3.354944986261556,\,\,\,288,\,0.9170274691329878,\,0.9170274691329878
gargNested2_gargNested253,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,11.737608541431172,\,-3.463179948889961,4.244992018058957,36954,\,12,\,3.3689953639067722,\,\,\,288,\,0.8571321456440022,\,0.8571321456440022
gargNested2_floor194,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1101.1249612266404,\,-258.7279883684234,325.837568331894,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor180,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1100.1822847035169,\,-258.5637727013648,325.731783405142,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_falling8,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1145.3676588775775,\,-416.1990901093709,490.0242170521479,18477,\,3,\,2.0000000000000004,\,\,\,36,\,0.6719302671412359,\,0.6719302671412359
gargNested2_gargNested243,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,10.556233801275797,\,-3.6605862629345896,4.421758489922753,36954,\,15,\,141.64980318708058,\,\,\,360,\,21.81750807619344,\,21.81750807619344
gargNested2_floor157,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1098.6390984670536,\,-258.2485340542376,325.5107264255522,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor143,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1097.648605881298,\,-257.9981472670725,325.3158345090047,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_falling53,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1000.3651252414701,\,-282.84797282691767,356.2988434541602,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_falling47,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,996.409650950329,\,-262.52402735681386,335.3009584907951,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_floor221,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1102.9636457872532,\,-259.0278526023895,326.0233631773193,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor235,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1103.8624784002682,\,-259.1717118429338,326.1073046218504,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor209,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1102.1635514001644,\,-258.8981773292937,325.94462755016724,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor32,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,990.0203473812882,\,-415.81207195524553,483.3172533819557,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor26,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,985.5709501112964,\,-406.61243220021214,472.99033077074847,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor27,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,984.8500979827285,\,-408.1180577512375,474.67534339213955,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor33,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,992.7790512391841,\,-417.4107187484466,485.10605692471916,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor208,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1102.0956485876602,\,-258.8869844535961,325.9376594539065,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor234,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1103.7995111428,\,-259.16173300101417,326.10162362466656,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor220,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1102.89801281797,\,-259.01733826403176,326.0171100686457,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_falling46,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,996.2068247550382,\,-260.66708052199465,333.33287666969795,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_falling52,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,999.5951523951911,\,-278.50301782328296,351.8231610451784,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_floor142,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1097.5764310176553,\,-257.98009145411794,325.3017239758626,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor156,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1098.5699400160995,\,-258.24278322389154,325.50922785957556,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_falling9,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1146.4834606499965,\,-418.4373039894613,492.52330453198243,18477,\,3,\,2.0000000000000004,\,\,\,36,\,0.6719302671412359,\,0.6719302671412359
gargNested2_gargNested242,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,10.574642069753821,\,-3.7400503233224134,4.506718840337678,36954,\,15,\,141.018323290045,\,\,\,360,\,21.817508076193445,\,21.817508076193445
gargNested2_gargNested256,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,11.78032711156436,\,-3.543962705208603,4.325729529937462,36954,\,15,\,3.4065860644249435,\,\,\,360,\,0.7147653787878244,\,0.7147653787878244
gargNested2_floor181,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1100.2470775474123,\,-258.57712030316037,325.7410052946678,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor195,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1101.1954977295645,\,-258.7401923507157,325.845595327571,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor183,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1100.3760382535675,\,-258.6017888228107,325.7573717044742,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor197,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1101.3360198553248,\,-258.7641375771112,325.86117084380584,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_gargNested240,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,10.61008693624138,\,-3.8890047371136074,4.666831848557759,36954,\,15,\,141.1303725848511,\,\,\,360,\,21.81750807619344,\,21.81750807619344
gargNested2_gargNested254,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,11.752410039835146,\,-3.4851266652115833,4.267517822431332,36954,\,12,\,3.375641672433728,\,\,\,288,\,0.859407244771913,\,0.859407244771913
gargNested2_floor140,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1097.4328688651708,\,-257.987955903192,325.31848374952426,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor154,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1098.4313414631872,\,-258.2411811521369,325.51635062612854,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor168,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1099.3903905039472,\,-258.4231019842776,325.640911399958,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_falling44,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,996.3225675252605,\,-258.35129170049413,330.79737172125056,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_falling50,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,998.0559807532203,\,-270.8589637144613,343.95184324038905,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_floor236,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1103.9252550455208,\,-259.18165387005536,326.1129462339678,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor222,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1103.029087010546,\,-259.0383535866268,326.0296008412893,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor19,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,995.1871329116093,\,-395.1847677212274,460.49072143414264,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor25,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,986.6837747719027,\,-405.0816785976996,471.28383212153955,18477,\,2,\,1.2,\,\,\,6,\,0.2,\,0.2
gargNested2_floor31,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,987.2320211505312,\,-414.24324965538733,481.5560822519835,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor30,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,985.0495458070949,\,-412.6969039301008,479.8169218571268,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor24,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,988.0241620352779,\,-403.4932621452121,469.5251590665522,18477,\,2,\,1.2,\,\,\,6,\,0.2,\,0.2
gargNested2_floor18,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,994.8093746035058,\,-393.4235150022934,458.62060136131333,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor223,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1103.0943364595767,\,-259.04884122930315,326.03582307374046,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor237,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1103.987840900258,\,-259.19156175108463,326.11855118812,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_falling51,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,998.8137113108957,\,-274.49514466236184,347.69716771263666,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_falling45,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,996.1896282712256,\,-259.27647115945086,331.8297708392999,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_floor169,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1099.4573618862769,\,-258.4322724975985,325.64588478733543,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor155,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1098.5006992627223,\,-258.24075012630396,325.511529870257,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor141,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1097.5045117106588,\,-257.976450795708,325.30235777722163,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_gargNested255,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,11.777668571269643,\,-3.53260459385169,4.314858502406835,36954,\,15,\,3.4065860644249426,\,\,\,360,\,0.7147653787878246,\,0.7147653787878246
gargNested2_gargNested241,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,10.593003810135794,\,-3.815066064309519,4.58730941785903,36954,\,15,\,141.0405415775649,\,\,\,360,\,21.817508076193445,\,21.817508076193445
gargNested2_floor196,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1101.26584953126,\,-258.75226149216246,325.8534826601992,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor182,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1100.3116618616345,\,-258.5897869799409,325.7495292320071,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_gargNested226,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,10.57041715080556,\,-4.063040975089034,4.810209645513964,36954,\,60,\,3.2066312615591466,\,\,\,1440,\,0.9972311829335138,\,0.9972311829335138
gargNested2_gargNested232,computer graphics,GAUSS Repository,Contact Simulation,2070,2070,10.660518884333905,\,-4.204083580396973,4.9915305844594275,36954,\,42,\,2.993090942595739,\,\,\,1008,\,0.9759778238173541,\,0.9759778238173541
gargNested2_floor4,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1008.9846531165553,\,-330.5768936665905,394.9324907698329,18477,\,11,\,1.2,\,\,\,33,\,0.2,\,0.2
gargNested2_floor126,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1096.390335573807,\,-257.5294093070819,324.91013784985336,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor132,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1096.8512813440648,\,-258.0332610956604,325.3996229010196,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_falling22,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1041.0490468826968,\,-360.2471279298028,435.5484235359321,18477,\,2,\,2.0,\,\,\,24,\,0.8190540111635913,\,0.8190540111635913
gargNested2_falling36,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,995.8180018669938,\,-263.2942297794919,336.18930386738657,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_floor278,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1106.389690824895,\,-259.5637089687323,326.3120394298396,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor250,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1104.7841067312443,\,-259.3169420606804,326.1877589696866,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor244,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1104.4205992704535,\,-259.2599445612124,326.15674296561286,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor43,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1022.7386909193588,\,-433.25704985721376,502.7974202803571,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor57,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1094.7940448875243,\,-421.6818725384512,493.8770874284219,18477,\,1,\,1.2,\,\,\,3,\,0.2,\,0.2
gargNested2_floor80,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1092.6219197968003,\,-249.19876809334573,316.67408929027846,18477,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
gargNested2_floor94,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1093.819887574137,\,-253.58806618531884,321.0173739365056,18477,\,5,\,1.2,\,\,\,15,\,0.2,\,0.2
gargNested2_floor95,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1093.9196046171655,\,-254.1331546856657,321.57522199075413,18477,\,5,\,1.2,\,\,\,15,\,0.2,\,0.2
gargNested2_floor81,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1092.8705045950383,\,-257.13929307966214,324.91437902521665,18477,\,7,\,1.2,\,\,\,21,\,0.2,\,0.2
gargNested2_floor56,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1088.953651667858,\,-425.2106124387409,497.3112437939162,18477,\,1,\,1.2,\,\,\,3,\,0.2,\,0.2
gargNested2_floor42,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1018.9953183920109,\,-431.9729820813646,501.31074074004835,18477,\,3,\,1.2,\,\,\,9,\,0.2,\,0.2
gargNested2_floor245,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1104.4816597320046,\,-259.2695539469861,326.1620288519871,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor251,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1104.8440246261032,\,-259.32629358528754,326.1927709291673,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_floor279,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1106.4442654593495,\,-259.57193614002716,326.31585464824184,18477,\,4,\,1.2,\,\,\,12,\,0.2,\,0.2
gargNested2_falling37,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,995.9996165689225,\,-261.35394940685603,333.9942104131163,18477,\,2,\,2.0,\,\,\,24,\,0.5289389258621322,\,0.5289389258621322
gargNested2_falling23,computer graphics,GAUSS Repository,Contact Simulation,1035,1035,1035.596520355394,\,-350.58056545067143,425.78548187172606,18477,\,2,\,2.0,\,\,\,24,\,0.8190540111635913,\,0.8190540111635913
