Problem name,Problem category,Problem source,Application,Number of variables,QP dimension,QP norm (order = infty),QP condition (2-norm),QP min,QP max,QP nonzeros,Number of equality constraints,Number of inequality constraints,equality norm (order = infty),inequality norm (order = infty),equality condition number (2-norm),inequality condition number (2-nrom),equality nonzeros,inequality nonzeros,equality max,inequality max,equality min,inequality min
Beam_floor207,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.642591283364,\,-634.0410309219923,1656.5964103630445,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor159,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6489.301600787301,\,-631.5664567046994,1651.6943283492167,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor165,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6491.078470215626,\,-632.6418294518743,1653.7112278681248,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor171,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.888475366199,\,-634.2228246655072,1656.9106959638102,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor248,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.976158315417,\,-634.2709482404711,1656.6868267192626,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor260,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.533483187539,\,-633.5888528176018,1655.516788264205,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor274,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.03308961696,\,-633.675102662219,1655.9292549772008,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor275,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.049122193488,\,-633.6792150514614,1655.940890041111,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor261,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.511042105648,\,-633.566516042442,1655.4951730503121,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor249,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.840629452331,\,-634.21778201323,1656.586728978801,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor288,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.773730518365,\,-633.5971497895098,1655.6508857086383,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor277,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.049665909621,\,-633.6768283161508,1655.9360427277059,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor263,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.521050665365,\,-633.5456937916039,1655.499642181194,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor262,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.507485272881,\,-633.5523126663292,1655.4899082478962,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor276,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.054518920082,\,-633.679738307099,1655.9430305576857,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor289,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.779324462937,\,-633.6050176782242,1655.649167839354,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor138,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.029933649828,\,-634.2413984993722,1655.6986071339988,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor272,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.970121404424,\,-633.6565349432373,1655.8782987620561,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor266,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.640120276767,\,-633.5624628140982,1655.5984215074034,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor267,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.696379777205,\,-633.5765321865578,1655.6461997191645,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor273,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.006542212086,\,-633.6674532698214,1655.9082078600507,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor139,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.889576882303,\,-634.6792570835142,1656.4493358909947,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor265,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.590139438232,\,-633.5518327971048,1655.5562942067702,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor271,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.924982872317,\,-633.6428309029791,1655.8405457761799,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor259,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.575976771005,\,-633.6195850818253,1655.555518910832,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor258,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.639014374144,\,-633.6586571993453,1655.611479699626,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor270,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.872770669817,\,-633.6270295245614,1655.7964157823092,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor264,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.549481845757,\,-633.5458645700227,1655.522521691824,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor338,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.136183155898,\,-633.6283122929318,1655.813950772053,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor137,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.103115477187,\,-633.8125970653548,1655.0672194721471,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor282,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.915319830103,\,-633.6282656979413,1655.8028375274253,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor269,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.815571948058,\,-633.610004968486,1655.7477850506505,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor241,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.190298873703,\,-634.3063163099433,1656.7939457409927,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor255,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.945009219814,\,-633.8202818494915,1655.8735266351537,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor254,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.079928388555,\,-633.885415095774,1655.9858014603085,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor240,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.081557090711,\,-634.2546213515323,1656.7076089244501,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor268,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.755853226517,\,-633.592788652291,1655.6968800463912,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor283,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.8795282160145,\,-633.6169180331915,1655.767865835355,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor136,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.134943374325,\,-633.4163890713908,1654.5896088580193,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor134,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6492.210467870504,\,-632.7927460471305,1654.1372512159996,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor281,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.950991653996,\,-633.6401837352238,1655.8374731065937,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor256,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.82495200923,\,-633.7599082363542,1655.7720967020825,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor242,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.261767879961,\,-634.3438256307471,1656.8547291195628,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor243,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.295805006232,\,-634.3665939970938,1656.8890143777544,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor257,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.722348150416,\,-633.705676680798,1655.6840966542338,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor280,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.984292833436,\,-633.6517982663067,1655.8698597890586,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor135,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.15764979143,\,-633.0719644345772,1654.2813279129307,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor131,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6490.016495539159,\,-632.3881752976888,1654.3681715838895,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor284,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.845884788633,\,-633.6070118205836,1655.7344711612952,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor253,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.2263887342615,\,-633.9536492829136,1656.1057807308732,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor247,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.093953599197,\,-634.3148394722291,1656.7709853075328,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor246,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.189021098795,\,-634.3476765062217,1656.8358149324354,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor252,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.380414532953,\,-634.0230983420817,1656.2298700722245,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor285,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.816582194155,\,-633.5993787506746,1655.7044916934062,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor130,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6489.655800053587,\,-632.3859336192853,1654.503158861989,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor132,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6490.59139621426,\,-632.4519568734295,1654.2259917697795,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor287,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.778874564732,\,-633.5938596663281,1655.6613437387493,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor244,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.293445685814,\,-634.3745219662572,1656.896687306927,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor250,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.692624835318,\,-634.1573285600908,1656.4744840186006,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor278,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.035424644264,\,-633.6708331432105,1655.9207059800844,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor279,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.013083241185,\,-633.6622702924282,1655.898163264257,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor251,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.537477505989,\,-634.0917087919353,1656.3541438658747,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor245,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.256819720607,\,-634.3679581500767,1656.8784558198754,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor286,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.793649948302,\,-633.5947768545974,1655.6796206605275,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor133,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6491.3387567634745,\,-632.5857000607634,1654.132364672988,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor197,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.734216290228,\,-633.4440382368756,1654.9926438060882,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor183,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.310364964875,\,-634.4974966703197,1657.080318701596,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor168,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.590017428659,\,-633.5137866306009,1655.4992179535293,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor154,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.098104151352,\,-632.6747231180551,1654.3857144331748,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor140,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6497.661082664763,\,-635.100106784292,1657.2697745535372,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor222,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.5510029136785,\,-633.1992187104056,1654.9579456075505,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor236,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.321324437411,\,-633.9322365389033,1656.1530414836398,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor237,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.552279391049,\,-634.0265596911663,1656.3166452159858,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor223,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.420439153411,\,-633.159104246988,1654.8672825620727,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor141,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6498.326445106781,\,-635.4774194167342,1658.10020148326,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor155,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6492.063573603846,\,-632.2918963273563,1653.5289695397103,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor169,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.422623227394,\,-633.7772383463279,1656.03222910906,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor182,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.65223049671,\,-634.58724481066,1657.2811841940977,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor196,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.637992057159,\,-633.4293792571897,1654.9350032215243,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor180,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6497.24301963661,\,-634.7261699779333,1657.6131079762188,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor194,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.584664095753,\,-633.4583330025432,1654.9523690585843,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor143,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6499.2722753975095,\,-636.0058331540337,1659.5377452372418,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor157,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6490.333465122577,\,-631.7563035408205,1652.2523862175085,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor209,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.793635658154,\,-634.0723569173324,1656.7134602797876,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor235,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.072592640259,\,-633.8325938733211,1655.9796468085024,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor221,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.722094638413,\,-633.254593406267,1655.0784970330358,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor220,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.926875203403,\,-633.3232470376449,1655.2251169722638,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor234,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.813243408612,\,-633.7302914524295,1655.8012499587503,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor208,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.740865751234,\,-634.0655521460958,1656.6752998184752,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor156,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6491.127684895948,\,-631.9825717382172,1652.8081681561216,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor142,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6498.868959911083,\,-635.7863617096797,1658.8767794273845,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor195,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.587015159501,\,-633.4339809318324,1654.9212453268456,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor181,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.967452913916,\,-634.6642305710367,1657.4602392039064,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor185,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.594606930746,\,-634.2893445665468,1656.630903976914,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor191,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.880965624419,\,-633.6420007485091,1655.2961379421981,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor146,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6499.495329413492,\,-636.004842294514,1660.3536740805534,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor152,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.269145303463,\,-633.5987736814444,1656.3395149015382,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor230,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.831715330594,\,-633.3507151797385,1655.1402724198351,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
